Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Pressure,Condition
2024-02-14 22:00:00,54,41,62%,NE,3 mph,25.69 in,Partly Cloudy
2024-02-14 23:00:00,50,41,71%,E,5 mph,25.72 in,Fair
2024-02-15 00:00:00,48,41,76%,VAR,2 mph,25.72 in,Fair
2024-02-15 01:00:00,46,41,81%,E,5 mph,25.72 in,Fair
2024-02-15 02:00:00,46,41,81%,SSE,3 mph,25.69 in,Fair
2024-02-15 03:00:00,45,39,81%,E,3 mph,25.69 in,Fair
2024-02-15 04:00:00,46,41,81%,VAR,2 mph,25.69 in,Fair
2024-02-16 05:00:00,45,41,87%,CALM,0 mph,25.69 in,Mist
2024-02-15 06:00:00,45,39,81%,VAR,2 mph,25.69 in,Mist
2024-02-15 07:00:00,45,39,81%,VAR,2 mph,25.72 in,Mist
2024-02-15 08:00:00,43,39,87%,ESE,3 mph,25.72 in,Mist
2024-02-15 09:00:00,48,41,76%,VAR,2 mph,25.74 in,Mist
2024-02-15 10:00:00,50,41,71%,CALM,0 mph,25.77 in,Mist
2024-02-15 11:00:00,59,41,51%,E,3 mph,25.77 in,Haze
2024-02-15 12:00:00,63,41,45%,SE,3 mph,25.77 in,Haze
2024-02-15 13:00:00,68,36,30%,NNW,6 mph,25.72 in,Fair
2024-02-15 14:00:00,68,36,30%,WNW,5 mph,25.69 in,Fair
2024-02-15 15:00:00,68,36,30%,WNW,10 mph,25.67 in,Fair
2024-02-15 16:00:00,68,34,28%,W,8 mph,25.67 in,Fair
2024-02-15 17:00:00,64,41,42%,W,9 mph,25.67 in,Fair
2024-02-15 18:00:00,63,41,45%,W,9 mph,25.69 in,Fair
2024-02-15 19:00:00,59,43,55%,WSW,5 mph,25.72 in,Fair
2024-02-15 20:00:00,59,43,55%,WSW,3 mph,25.72 in,Fair
2024-02-15 21:00:00,54,43,67%,ESE,3 mph,25.74 in,Fair
2024-02-15 22:00:00,54,43,67%,ESE,5 mph,25.74 in,Fair
2024-02-15 23:00:00,52,43,71%,VAR,2 mph,25.74 in,Fair
2024-02-16 00:00:00,52,43,71%,VAR,2 mph,25.74 in,Fair
2024-02-16 01:00:00,50,41,71%,E,3 mph,25.74 in,Fair
2024-02-16 02:00:00,48,43,82%,E,3 mph,25.74 in,Fair
2024-02-16 03:00:00,48,43,82%,ENE,3 mph,25.72 in,Fair
2024-02-16 04:00:00,45,41,87%,SE,5 mph,25.72 in,Fair
2024-02-17 05:00:00,46,41,81%,VAR,2 mph,25.72 in,Mist
2024-02-16 06:00:00,46,41,81%,VAR,2 mph,25.72 in,Mist
2024-02-16 07:00:00,45,41,87%,VAR,2 mph,25.72 in,Mist
2024-02-16 08:00:00,45,39,81%,E,3 mph,25.74 in,Mist
2024-02-16 09:00:00,50,43,76%,VAR,2 mph,25.77 in,Mist
2024-02-16 10:00:00,54,43,67%,CALM,0 mph,25.77 in,Haze
2024-02-16 11:00:00,61,43,52%,VAR,2 mph,25.79 in,Haze
2024-02-16 12:00:00,64,43,45%,E,3 mph,25.79 in,Haze
2024-02-16 13:00:00,70,37,31%,NNW,3 mph,25.69 in,Fair
2024-02-16 14:00:00,70,37,31%,W,5 mph,25.67 in,Fair
2024-02-16 15:00:00,70,41,35%,W,8 mph,25.64 in,Fair
2024-02-16 16:00:00,70,41,35%,W,7 mph,25.64 in,Fair
2024-02-16 17:00:00,64,48,56%,SW,9 mph,25.64 in,Fair
2024-02-16 18:00:00,63,48,59%,SW,8 mph,25.64 in,Fair
2024-02-16 19:00:00,59,48,67%,WSW,5 mph,25.67 in,Fair
2024-02-16 20:00:00,57,48,72%,WSW,6 mph,25.67 in,Fair
2024-02-16 21:00:00,55,52,88%,SW,3 mph,25.69 in,Fair
2024-02-16 22:00:00,54,52,94%,E,3 mph,25.69 in,Mist
2024-02-16 23:00:00,54,46,77%,ESE,3 mph,25.67 in,Mist
2024-02-17 00:00:00,52,46,82%,CALM,0 mph,25.67 in,Mist
2024-02-17 01:00:00,52,46,82%,ESE,3 mph,25.64 in,Mist
2024-02-17 02:00:00,50,46,87%,VAR,2 mph,25.64 in,Mist
2024-02-17 03:00:00,48,46,93%,CALM,0 mph,25.62 in,Mist
2024-02-17 04:00:00,48,45,87%,ENE,6 mph,25.62 in,Mist
2024-02-18 05:00:00,48,45,87%,ENE,3 mph,25.59 in,Mist
2024-02-17 06:00:00,48,45,87%,CALM,0 mph,25.59 in,Mist
2024-02-17 07:00:00,46,45,93%,VAR,2 mph,25.59 in,Mist
2024-02-17 08:00:00,46,45,93%,E,3 mph,25.62 in,Mist
2024-02-17 09:00:00,50,46,87%,CALM,0 mph,25.64 in,Mist
2024-02-17 10:00:00,52,46,82%,CALM,0 mph,25.64 in,Mist
2024-02-17 11:00:00,59,48,67%,VAR,2 mph,25.64 in,Haze
2024-02-17 12:00:00,63,48,59%,NNW,5 mph,25.64 in,Haze
2024-02-17 13:00:00,68,45,43%,W,6 mph,25.56 in,Fair
2024-02-17 14:00:00,68,43,40%,SW,5 mph,25.54 in,Partly Cloudy
2024-02-17 15:00:00,68,46,46%,SSW,14 mph,25.51 in,Partly Cloudy
2024-02-17 16:00:00,64,46,52%,SW,15 mph,25.51 in,Partly Cloudy
2024-02-17 17:00:00,63,45,52%,SW,15 mph,25.51 in,Fair
2024-02-17 18:00:00,61,45,55%,SW,14 mph,25.54 in,Fair
2024-02-17 19:00:00,57,45,63%,SSW,10 mph,25.54 in,Fair
2024-02-17 20:00:00,57,45,63%,SSW,9 mph,25.56 in,Fair
2024-02-17 21:00:00,55,45,67%,SW,5 mph,25.59 in,Fair
2024-02-17 22:00:00,54,45,72%,S,6 mph,25.59 in,Fair
2024-02-17 23:00:00,54,45,72%,SSE,3 mph,25.59 in,Fair
2024-02-18 00:00:00,52,41,67%,VAR,2 mph,25.59 in,Fair
2024-02-18 01:00:00,50,39,66%,VAR,2 mph,25.56 in,Fair
2024-02-18 02:00:00,50,37,62%,CALM,0 mph,25.56 in,Fair
2024-02-18 03:00:00,48,37,66%,VAR,2 mph,25.54 in,Fair
2024-02-18 04:00:00,48,39,71%,VAR,2 mph,25.54 in,Fair
2024-02-19 05:00:00,46,43,87%,CALM,0 mph,25.56 in,Fair
2024-02-18 06:00:00,46,43,87%,CALM,0 mph,25.56 in,Mist
2024-02-18 07:00:00,45,41,87%,S,3 mph,25.56 in,Mist
2024-02-18 08:00:00,46,41,81%,CALM,0 mph,25.59 in,Mist
2024-02-18 09:00:00,50,41,71%,VAR,2 mph,25.62 in,Mist
2024-02-18 10:00:00,52,43,71%,CALM,0 mph,25.64 in,Mist
2024-02-18 11:00:00,59,45,59%,ESE,3 mph,25.64 in,Haze
2024-02-18 12:00:00,63,45,52%,SE,5 mph,25.64 in,Haze
2024-02-18 13:00:00,70,36,28%,S,5 mph,25.56 in,Partly Cloudy
2024-02-18 14:00:00,70,41,35%,WSW,5 mph,25.54 in,Partly Cloudy
2024-02-18 15:00:00,66,43,43%,SW,10 mph,25.51 in,Partly Cloudy
2024-02-18 16:00:00,66,45,46%,SW,13 mph,25.51 in,Fair
2024-02-18 17:00:00,63,45,52%,SW,10 mph,25.54 in,Mostly Cloudy
2024-02-18 18:00:00,61,45,55%,SW,8 mph,25.54 in,Mostly Cloudy
2024-02-18 19:00:00,57,45,63%,SSW,6 mph,25.59 in,Fair
2024-02-18 20:00:00,57,45,63%,SSW,7 mph,25.59 in,Fair
2024-02-18 21:00:00,55,45,67%,S,3 mph,25.62 in,Fair
2024-02-18 22:00:00,55,45,67%,SE,3 mph,25.62 in,Fair
2024-02-18 23:00:00,52,45,76%,E,3 mph,25.64 in,Fair
2024-02-19 00:00:00,52,45,76%,VAR,2 mph,25.64 in,Fair
2024-02-19 01:00:00,52,45,76%,SE,3 mph,25.64 in,Fair
2024-02-19 02:00:00,50,45,82%,CALM,0 mph,25.64 in,Fair
2024-02-19 03:00:00,50,45,82%,CALM,0 mph,25.62 in,Fair
2024-02-19 04:00:00,50,45,82%,CALM,0 mph,25.62 in,Fair
2024-02-20 05:00:00,48,45,87%,SSE,5 mph,25.59 in,Mist
2024-02-19 06:00:00,46,43,87%,VAR,2 mph,25.62 in,Mist
2024-02-19 07:00:00,48,45,87%,CALM,0 mph,25.62 in,Mist
2024-02-19 08:00:00,48,45,87%,VAR,2 mph,25.62 in,Mist
2024-02-19 09:00:00,50,46,87%,VAR,2 mph,25.67 in,Mist
2024-02-19 10:00:00,54,46,77%,CALM,0 mph,25.67 in,Mist
2024-02-19 11:00:00,61,46,59%,ENE,3 mph,25.69 in,Haze
2024-02-19 12:00:00,63,45,52%,ESE,3 mph,25.67 in,Haze
2024-02-19 13:00:00,68,46,46%,W,8 mph,25.59 in,Haze
2024-02-19 14:00:00,68,46,46%,WSW,8 mph,25.59 in,Fair
2024-02-19 15:00:00,68,45,43%,W,10 mph,25.56 in,Fair
2024-02-19 16:00:00,68,46,46%,W,12 mph,25.56 in,Fair
2024-02-19 17:00:00,64,46,52%,W,10 mph,25.56 in,Fair
2024-02-19 18:00:00,63,46,55%,W,8 mph,25.56 in,Fair
2024-02-19 19:00:00,61,46,59%,W,3 mph,25.59 in,Fair
2024-02-19 20:00:00,59,46,63%,WSW,5 mph,25.59 in,Fair
2024-02-19 21:00:00,57,46,67%,SSW,3 mph,25.62 in,Fair
2024-02-19 22:00:00,55,46,72%,VAR,2 mph,25.64 in,Fair
2024-02-19 23:00:00,52,46,82%,E,3 mph,25.62 in,Fair
2024-02-20 00:00:00,54,46,77%,E,3 mph,25.62 in,Mostly Cloudy
2024-02-20 01:00:00,52,46,82%,VAR,2 mph,25.62 in,Mostly Cloudy
2024-02-20 02:00:00,52,46,82%,CALM,0 mph,25.59 in,Fair
2024-02-20 04:00:00,50,46,87%,CALM,0 mph,25.59 in,Mist
2024-02-21 05:00:00,48,45,87%,VAR,2 mph,25.56 in,Mist
2024-02-20 06:00:00,48,45,87%,VAR,2 mph,25.56 in,Mist
2024-02-20 07:00:00,48,45,87%,VAR,2 mph,25.56 in,Mist
2024-02-20 08:00:00,48,45,87%,SE,3 mph,25.59 in,Mist
2024-02-20 09:00:00,52,46,82%,VAR,2 mph,25.62 in,Mist
2024-02-20 10:00:00,54,46,77%,VAR,2 mph,25.62 in,Mist
2024-02-20 11:00:00,59,46,63%,VAR,2 mph,25.62 in,Haze
2024-02-20 12:00:00,61,46,59%,E,3 mph,25.62 in,Haze
2024-02-20 13:00:00,70,45,40%,WNW,12 mph,25.56 in,Fair
2024-02-20 14:00:00,70,45,40%,WNW,14 mph,25.54 in,Fair
2024-02-20 15:00:00,72,41,33%,NW,10 mph,25.49 in,Fair
2024-02-20 16:00:00,70,41,35%,WNW,12 mph,25.49 in,Fair
2024-02-20 17:00:00,68,43,40%,WNW,8 mph,25.46 in,Fair
2024-02-20 18:00:00,66,45,46%,WSW,7 mph,25.46 in,Fair
2024-02-20 19:00:00,63,46,55%,SW,6 mph,25.51 in,Fair
2024-02-20 20:00:00,63,46,55%,W,5 mph,25.51 in,Smoke
2024-02-20 21:00:00,59,46,63%,VAR,2 mph,25.54 in,Fair
2024-02-20 22:00:00,59,46,63%,W,3 mph,25.54 in,Fair
2024-02-20 23:00:00,55,45,67%,E,3 mph,25.54 in,Fair
2024-02-21 00:00:00,54,46,77%,E,5 mph,25.54 in,Fair
2024-02-21 01:00:00,54,46,77%,E,5 mph,25.51 in,Partly Cloudy
2024-02-21 02:00:00,52,45,76%,VAR,2 mph,25.49 in,Partly Cloudy
2024-02-21 03:00:00,50,45,82%,VAR,2 mph,25.46 in,Partly Cloudy
2024-02-21 04:00:00,52,45,76%,VAR,2 mph,25.49 in,Partly Cloudy
2024-02-22 05:00:00,50,45,82%,VAR,2 mph,25.46 in,Partly Cloudy
2024-02-21 06:00:00,52,45,76%,SE,3 mph,25.46 in,Mostly Cloudy
2024-02-21 07:00:00,50,45,82%,E,5 mph,25.44 in,Mostly Cloudy
2024-02-21 08:00:00,52,45,76%,NW,5 mph,25.46 in,Mist
2024-02-21 09:00:00,54,46,77%,NNE,5 mph,25.51 in,Mist
2024-02-21 10:00:00,55,46,72%,SE,5 mph,25.51 in,Mist
2024-02-21 11:00:00,63,45,52%,VAR,2 mph,25.54 in,Haze
2024-02-21 12:00:00,64,45,49%,W,3 mph,25.54 in,Haze
2024-02-21 13:00:00,66,41,40%,W,3 mph,25.49 in,Mostly Cloudy
2024-02-21 14:00:00,66,43,43%,N,3 mph,25.46 in,Mostly Cloudy
2024-02-21 15:00:00,68,39,35%,NNW,8 mph,25.44 in,Mostly Cloudy
2024-02-21 16:00:00,66,39,37%,N,9 mph,25.44 in,Drizzle
2024-02-21 17:00:00,64,43,45%,WNW,3 mph,25.44 in,Mostly Cloudy
2024-02-21 18:00:00,63,43,48%,WSW,3 mph,25.46 in,Mostly Cloudy
2024-02-21 19:00:00,61,48,63%,SW,7 mph,25.49 in,Mostly Cloudy
2024-02-21 20:00:00,61,48,63%,W,6 mph,25.51 in,Mostly Cloudy
2024-02-21 21:00:00,57,45,63%,WSW,5 mph,25.54 in,Fair
2024-02-21 22:00:00,59,45,59%,NE,3 mph,25.54 in,Fair
2024-02-21 23:00:00,54,43,67%,S,5 mph,25.54 in,Fair
2024-02-22 00:00:00,54,43,67%,SSE,3 mph,25.54 in,Fair
2024-02-22 01:00:00,50,43,76%,VAR,2 mph,25.54 in,Partly Cloudy
2024-02-22 02:00:00,50,43,76%,ENE,5 mph,25.54 in,Partly Cloudy
2024-02-22 03:00:00,50,45,82%,SSW,3 mph,25.51 in,Partly Cloudy
2024-02-22 04:00:00,50,45,82%,S,5 mph,25.49 in,Partly Cloudy
2024-02-23 05:00:00,52,43,71%,E,3 mph,25.49 in,Mostly Cloudy
2024-02-22 06:00:00,52,45,76%,VAR,2 mph,25.49 in,Mostly Cloudy
2024-02-22 07:00:00,50,45,82%,ESE,3 mph,25.51 in,Partly Cloudy
2024-02-22 08:00:00,50,45,82%,SE,3 mph,25.51 in,Mist
2024-02-22 09:00:00,54,45,72%,VAR,2 mph,25.54 in,Mist
2024-02-22 10:00:00,55,45,67%,SE,3 mph,25.56 in,Haze
2024-02-22 11:00:00,63,43,48%,VAR,2 mph,25.56 in,Mostly Cloudy
2024-02-22 12:00:00,63,39,42%,SSW,5 mph,25.56 in,Mostly Cloudy
2024-02-22 13:00:00,63,39,42%,SW,8 mph,25.51 in,Mostly Cloudy
2024-02-22 14:00:00,61,45,55%,WSW,9 mph,25.49 in,Mostly Cloudy
2024-02-22 15:00:00,59,39,48%,S,6 mph,25.46 in,Thunder
2024-02-22 16:00:00,57,39,51%,SE,7 mph,25.46 in,Mostly Cloudy
2024-02-22 17:00:00,50,45,82%,S,14 mph,25.54 in,Light Rain with Thunder
2024-02-22 18:00:00,48,45,87%,S,12 mph,25.56 in,Light Rain with Thunder
2024-02-22 19:00:00,46,41,81%,CALM,0 mph,25.56 in,Fair
2024-02-22 20:00:00,46,43,87%,VAR,2 mph,25.59 in,Fair
2024-02-22 21:00:00,46,43,87%,VAR,2 mph,25.62 in,Partly Cloudy
2024-02-22 22:00:00,46,43,87%,CALM,0 mph,25.64 in,Mostly Cloudy
2024-02-22 23:00:00,45,43,93%,VAR,2 mph,25.62 in,Fair
2024-02-23 00:00:00,45,43,93%,ENE,3 mph,25.62 in,Fair
2024-02-23 01:00:00,43,41,93%,S,3 mph,25.62 in,Fair
2024-02-23 02:00:00,43,41,93%,VAR,2 mph,25.59 in,Fair
2024-02-23 03:00:00,43,41,93%,VAR,2 mph,25.56 in,Fair
2024-02-23 04:00:00,41,41,100%,ESE,3 mph,25.56 in,Mist
2024-02-24 05:00:00,41,39,93%,VAR,2 mph,25.56 in,Mist
2024-02-23 06:00:00,41,39,93%,VAR,2 mph,25.56 in,Mist
2024-02-23 07:00:00,41,39,93%,VAR,2 mph,25.56 in,Mist
2024-02-23 08:00:00,41,39,93%,VAR,2 mph,25.59 in,Mist
2024-02-23 09:00:00,45,41,87%,VAR,2 mph,25.62 in,Mist
2024-02-23 10:00:00,48,43,82%,CALM,0 mph,25.64 in,Mist
2024-02-23 11:00:00,54,43,67%,CALM,0 mph,25.64 in,Fair
2024-02-23 12:00:00,55,41,58%,SSE,3 mph,25.64 in,Fair
2024-02-23 13:00:00,64,30,28%,W,3 mph,25.56 in,Fair
2024-02-23 14:00:00,64,34,32%,SSW,6 mph,25.56 in,Fair
2024-02-23 15:00:00,63,34,34%,W,8 mph,25.54 in,Fair
2024-02-23 16:00:00,61,37,42%,WSW,12 mph,25.54 in,Fair
2024-02-23 17:00:00,59,39,48%,SW,10 mph,25.54 in,Fair
2024-02-23 18:00:00,57,39,51%,SW,9 mph,25.54 in,Fair
2024-02-23 19:00:00,54,41,62%,SW,6 mph,25.59 in,Fair
2024-02-23 20:00:00,55,39,54%,SW,7 mph,25.59 in,Fair
2024-02-23 21:00:00,54,39,58%,WSW,5 mph,25.62 in,Fair
2024-02-23 22:00:00,52,41,67%,WSW,3 mph,25.62 in,Fair
2024-02-23 23:00:00,48,41,76%,VAR,2 mph,25.62 in,Fair
2024-02-24 00:00:00,48,41,76%,ENE,3 mph,25.62 in,Fair
2024-02-24 01:00:00,46,39,76%,SSE,3 mph,25.62 in,Fair
2024-02-24 02:00:00,46,41,81%,SE,3 mph,25.62 in,Fair
2024-02-24 03:00:00,43,39,87%,CALM,0 mph,25.62 in,Fair
2024-02-24 04:00:00,45,39,81%,CALM,0 mph,25.59 in,Fair
2024-02-24 06:00:00,43,39,87%,S,5 mph,25.59 in,Fair
2024-02-24 07:00:00,43,37,81%,ESE,3 mph,25.62 in,Mist
2024-02-24 08:00:00,41,37,87%,E,5 mph,25.62 in,Mist
2024-02-24 09:00:00,48,41,76%,VAR,2 mph,25.67 in,Mist
2024-02-24 10:00:00,50,41,71%,CALM,0 mph,25.67 in,Mist
2024-02-24 11:00:00,57,41,55%,SSE,3 mph,25.69 in,Partly Cloudy
2024-02-24 12:00:00,59,39,48%,VAR,2 mph,25.69 in,Partly Cloudy
2024-02-24 13:00:00,63,36,37%,SSW,6 mph,25.64 in,Mostly Cloudy
2024-02-24 14:00:00,63,36,37%,SW,6 mph,25.62 in,Mostly Cloudy
2024-02-24 15:00:00,63,36,37%,SSW,7 mph,25.59 in,Mostly Cloudy
2024-02-24 16:00:00,63,34,34%,SW,9 mph,25.59 in,Mostly Cloudy
2024-02-24 17:00:00,59,34,39%,SW,13 mph,25.59 in,Mostly Cloudy
2024-02-24 18:00:00,57,36,44%,SW,10 mph,25.59 in,Mostly Cloudy
2024-02-24 19:00:00,54,39,58%,SW,10 mph,25.62 in,Mostly Cloudy
2024-02-24 20:00:00,54,39,58%,SW,12 mph,25.64 in,Mostly Cloudy
2024-02-24 21:00:00,54,36,51%,SW,6 mph,25.67 in,Mostly Cloudy
2024-02-24 22:00:00,52,36,54%,S,5 mph,25.67 in,Partly Cloudy
2024-02-24 23:00:00,48,39,71%,E,5 mph,25.69 in,Fair
2024-02-25 00:00:00,48,39,71%,ESE,3 mph,25.69 in,Fair
2024-02-25 01:00:00,46,39,76%,E,2 mph,25.67 in,Fair
2024-02-25 02:00:00,46,37,71%,ESE,3 mph,25.67 in,Fair
2024-02-25 03:00:00,46,39,76%,VAR,2 mph,25.64 in,Fair
2024-02-25 04:00:00,45,37,76%,VAR,2 mph,25.64 in,Fair
2024-02-26 05:00:00,43,37,81%,VAR,2 mph,25.62 in,Partly Cloudy
2024-02-25 06:00:00,43,37,81%,VAR,2 mph,25.62 in,Mostly Cloudy
2024-02-25 07:00:00,43,37,81%,VAR,2 mph,25.64 in,Partly Cloudy
2024-02-25 08:00:00,41,36,81%,VAR,2 mph,25.64 in,Partly Cloudy
2024-02-25 09:00:00,48,39,71%,CALM,0 mph,25.67 in,Mist
2024-02-25 10:00:00,48,39,71%,VAR,2 mph,25.69 in,Haze
2024-02-25 11:00:00,57,36,44%,VAR,2 mph,25.69 in,Fair
2024-02-25 12:00:00,59,34,39%,SE,3 mph,25.69 in,Fair
2024-02-25 13:00:00,66,19,17%,W,3 mph,25.62 in,Fair
2024-02-25 14:00:00,68,21,17%,W,5 mph,25.62 in,Fair
2024-02-25 15:00:00,66,30,26%,W,7 mph,25.56 in,Mostly Cloudy
2024-02-25 16:00:00,66,32,28%,SW,10 mph,25.56 in,Mostly Cloudy
2024-02-25 17:00:00,61,36,39%,SSW,13 mph,25.59 in,Mostly Cloudy
2024-02-25 18:00:00,59,37,45%,SSW,13 mph,25.59 in,Mostly Cloudy
2024-02-25 19:00:00,55,39,54%,SSW,12 mph,25.64 in,Fair
2024-02-25 20:00:00,55,39,54%,SW,6 mph,25.67 in,Partly Cloudy
2024-02-25 21:00:00,54,39,58%,SSW,6 mph,25.67 in,Partly Cloudy
2024-02-25 22:00:00,54,39,58%,VAR,2 mph,25.69 in,Partly Cloudy
2024-02-25 23:00:00,52,41,67%,VAR,2 mph,25.69 in,Mostly Cloudy
2024-02-26 00:00:00,50,39,66%,VAR,2 mph,25.69 in,Partly Cloudy
2024-02-26 01:00:00,50,39,66%,SE,3 mph,25.69 in,Fair
2024-02-26 02:00:00,48,39,71%,VAR,2 mph,25.69 in,Fair
2024-02-26 03:00:00,46,39,76%,VAR,2 mph,25.67 in,Fair
2024-02-26 04:00:00,46,39,76%,VAR,2 mph,25.67 in,Fair
2024-02-27 05:00:00,45,39,81%,VAR,2 mph,25.67 in,Fair
2024-02-26 06:00:00,45,39,81%,VAR,2 mph,25.67 in,Fair
2024-02-26 07:00:00,45,37,76%,E,3 mph,25.69 in,Fair
2024-02-26 08:00:00,43,37,81%,E,3 mph,25.69 in,Mist
2024-02-26 09:00:00,48,39,71%,VAR,2 mph,25.72 in,Mist
2024-02-26 10:00:00,52,41,67%,VAR,2 mph,25.72 in,Haze
2024-02-26 11:00:00,57,37,48%,VAR,2 mph,25.72 in,Haze
2024-02-26 12:00:00,61,37,42%,VAR,2 mph,25.72 in,Haze
2024-02-26 13:00:00,68,30,24%,WSW,7 mph,25.67 in,Mostly Cloudy
2024-02-26 14:00:00,66,32,28%,SSW,12 mph,25.64 in,Mostly Cloudy
2024-02-26 15:00:00,68,30,24%,W,8 mph,25.64 in,Mostly Cloudy
2024-02-26 16:00:00,66,32,28%,W,9 mph,25.62 in,Mostly Cloudy
2024-02-26 17:00:00,64,32,30%,WNW,9 mph,25.62 in,Mostly Cloudy
2024-02-26 18:00:00,63,34,34%,W,8 mph,25.64 in,Mostly Cloudy
2024-02-26 19:00:00,59,39,48%,SW,8 mph,25.67 in,Mostly Cloudy
2024-02-26 20:00:00,59,39,48%,SW,6 mph,25.67 in,Mostly Cloudy
2024-02-26 21:00:00,57,39,51%,S,6 mph,25.67 in,Partly Cloudy
2024-02-26 22:00:00,55,39,54%,SSW,5 mph,25.67 in,Fair
2024-02-26 23:00:00,52,39,62%,E,3 mph,25.67 in,Fair
2024-02-27 00:00:00,52,39,62%,E,3 mph,25.67 in,Fair
2024-02-27 01:00:00,50,39,66%,ENE,3 mph,25.67 in,Fair
2024-02-27 02:00:00,48,39,71%,E,3 mph,25.67 in,Fair
2024-02-27 03:00:00,48,39,71%,CALM,0 mph,25.64 in,Partly Cloudy
2024-02-27 04:00:00,48,39,71%,E,3 mph,25.64 in,Partly Cloudy
2024-02-28 05:00:00,46,39,76%,VAR,2 mph,25.67 in,Fair
2024-02-27 06:00:00,46,39,76%,ENE,3 mph,25.67 in,Fair
2024-02-27 07:00:00,45,39,81%,E,3 mph,25.67 in,Fair
2024-02-27 08:00:00,45,37,76%,E,5 mph,25.67 in,Mist
2024-02-27 09:00:00,50,41,71%,VAR,2 mph,25.69 in,Mist
2024-02-27 10:00:00,54,39,58%,CALM,0 mph,25.72 in,Mist
2024-02-27 11:00:00,63,37,39%,VAR,2 mph,25.69 in,Partly Cloudy
2024-02-27 12:00:00,63,37,39%,SSE,3 mph,25.69 in,Partly Cloudy
2024-02-27 13:00:00,70,30,23%,WNW,10 mph,25.62 in,Mostly Cloudy
2024-02-27 14:00:00,70,27,20%,W,13 mph,25.59 in,Mostly Cloudy
2024-02-27 15:00:00,66,36,32%,W,13 mph,25.59 in,Mostly Cloudy
2024-02-27 16:00:00,66,37,35%,W,12 mph,25.59 in,Mostly Cloudy
2024-02-27 17:00:00,63,37,39%,W,9 mph,25.62 in,Mostly Cloudy
2024-02-27 18:00:00,63,36,37%,W,5 mph,25.59 in,Mostly Cloudy
2024-02-27 19:00:00,59,34,39%,CALM,0 mph,25.59 in,Fair
2024-02-27 20:00:00,57,37,48%,CALM,0 mph,25.59 in,Fair
2024-02-27 21:00:00,55,32,41%,CALM,0 mph,25.59 in,Fair
2024-02-27 22:00:00,52,37,58%,E,3 mph,25.62 in,Fair
2024-02-27 23:00:00,50,37,62%,E,3 mph,25.62 in,Fair
2024-02-28 00:00:00,50,37,62%,CALM,0 mph,25.59 in,Fair
2024-02-28 01:00:00,48,37,66%,E,3 mph,25.59 in,Fair
2024-02-28 02:00:00,46,37,71%,E,5 mph,25.59 in,Fair
2024-02-28 03:00:00,46,37,71%,E,3 mph,25.56 in,Fair
2024-02-28 04:00:00,45,36,71%,E,3 mph,25.56 in,Fair
2024-02-29 05:00:00,45,36,71%,E,3 mph,25.56 in,Fair
2024-02-28 06:00:00,45,36,71%,ENE,5 mph,25.56 in,Fair
2024-02-28 07:00:00,43,36,76%,E,5 mph,25.56 in,Fair
2024-02-28 08:00:00,43,36,76%,CALM,0 mph,25.59 in,Mist
2024-02-28 09:00:00,50,37,62%,ESE,3 mph,25.62 in,Haze
2024-02-28 10:00:00,54,37,54%,VAR,2 mph,25.62 in,Haze
2024-02-28 11:00:00,63,34,34%,VAR,2 mph,25.62 in,Fair
2024-02-28 12:00:00,64,34,32%,VAR,2 mph,25.59 in,Fair
2024-02-28 13:00:00,72,36,27%,WNW,3 mph,25.51 in,Fair
2024-02-28 14:00:00,72,37,29%,WNW,7 mph,25.51 in,Fair
2024-02-28 15:00:00,72,37,29%,W,9 mph,25.49 in,Fair
2024-02-28 16:00:00,70,39,33%,W,9 mph,25.49 in,Fair
2024-02-28 17:00:00,66,41,40%,W,10 mph,25.49 in,Fair
2024-02-28 18:00:00,64,41,42%,W,9 mph,25.51 in,Fair
2024-02-28 19:00:00,61,45,55%,WSW,5 mph,25.51 in,Fair
2024-02-28 20:00:00,59,45,59%,SW,5 mph,25.54 in,Fair
2024-02-28 21:00:00,57,45,63%,WSW,5 mph,25.56 in,Fair
2024-02-28 22:00:00,57,43,59%,W,6 mph,25.56 in,Fair
2024-02-28 23:00:00,54,45,72%,SE,3 mph,25.56 in,Fair
2024-02-29 00:00:00,52,45,76%,E,5 mph,25.56 in,Fair
2024-02-29 01:00:00,52,45,76%,E,3 mph,25.56 in,Fair
2024-02-29 02:00:00,50,43,76%,E,3 mph,25.54 in,Fair
2024-02-29 03:00:00,50,43,76%,E,3 mph,25.54 in,Fair
2024-02-29 04:00:00,50,43,76%,E,3 mph,25.54 in,Fair
2024-03-01 05:00:00,46,43,87%,E,3 mph,25.54 in,Mist
2024-02-29 06:00:00,46,43,87%,VAR,2 mph,25.54 in,Mist
2024-02-29 07:00:00,46,41,81%,VAR,2 mph,25.56 in,Mist
2024-02-29 08:00:00,46,43,87%,VAR,2 mph,25.56 in,Mist
2024-02-29 09:00:00,54,45,72%,CALM,0 mph,25.62 in,Mist
2024-02-29 10:00:00,55,45,67%,VAR,2 mph,25.64 in,Haze
2024-02-29 11:00:00,63,45,52%,VAR,2 mph,25.64 in,Fair
2024-02-29 12:00:00,64,45,49%,ESE,3 mph,25.64 in,Fair
2024-02-29 13:00:00,72,39,31%,WNW,3 mph,25.56 in,Fair
2024-02-29 14:00:00,72,43,35%,SSW,9 mph,25.56 in,Fair
